,YEAR,MONTH,DAY,STID,TMIN (F)
1521,2006,8,30,NRMN,59.22
1522,2006,8,31,NRMN,66.06
1523,2006,9,1,NRMN,69.35
1524,2006,9,2,NRMN,64.38
1525,2006,9,3,NRMN,60.49
1526,2006,9,4,NRMN,66.72
1527,2006,9,5,NRMN,58.84
1528,2006,9,6,NRMN,56.91
1529,2006,9,7,NRMN,54.81
1530,2006,9,8,NRMN,61.27
1531,2006,9,9,NRMN,63.12
1532,2006,9,10,NRMN,69.26
1533,2006,9,11,NRMN,66.38
1534,2006,9,12,NRMN,55.85
1535,2006,9,13,NRMN,50.34
1536,2006,9,14,NRMN,49.82
1537,2006,9,15,NRMN,67.66
1538,2006,9,16,NRMN,73.92
1539,2006,9,17,NRMN,56.73
1540,2006,9,18,NRMN,48.92
1541,2006,9,19,NRMN,49.89
1542,2006,9,20,NRMN,58.05
1543,2006,9,21,NRMN,58.44
1544,2006,9,22,NRMN,52.32
1545,2006,9,23,NRMN,56.7
1546,2006,9,24,NRMN,50.49
1547,2006,9,25,NRMN,45.79
1548,2006,9,26,NRMN,55.02
1549,2006,9,27,NRMN,58.14
1550,2006,9,28,NRMN,48.61
1551,2006,9,29,NRMN,49.15
1552,2006,9,30,NRMN,59.59
1553,2006,10,1,NRMN,67.86
1554,2006,10,2,NRMN,72.0
1555,2006,10,3,NRMN,68.68
1556,2006,10,4,NRMN,67.39
1557,2006,10,5,NRMN,58.91
1558,2006,10,6,NRMN,59.41
1559,2006,10,7,NRMN,57.24
1560,2006,10,8,NRMN,53.64
1561,2006,10,9,NRMN,47.91
1562,2006,10,10,NRMN,48.25
1563,2006,10,11,NRMN,43.45
1564,2006,10,12,NRMN,42.71
1565,2006,10,13,NRMN,37.45
1566,2006,10,14,NRMN,42.31
1567,2006,10,15,NRMN,55.15
1568,2006,10,16,NRMN,54.73
1569,2006,10,17,NRMN,55.81
1570,2006,10,18,NRMN,46.74
1571,2006,10,19,NRMN,39.26
1572,2006,10,20,NRMN,42.46
1573,2006,10,21,NRMN,38.1
1574,2006,10,22,NRMN,30.37
1575,2006,10,23,NRMN,35.57
1576,2006,10,24,NRMN,39.35
1577,2006,10,25,NRMN,59.25
1578,2006,10,26,NRMN,58.12
1579,2006,10,27,NRMN,45.48
1580,2006,10,28,NRMN,41.78
1581,2006,10,29,NRMN,47.5
1582,2006,10,30,NRMN,59.2
1583,2006,10,31,NRMN,38.24
1584,2006,11,1,NRMN,33.52
1585,2006,11,2,NRMN,27.61
1586,2006,11,3,NRMN,35.05
1587,2006,11,4,NRMN,50.34
1588,2006,11,5,NRMN,50.92
1589,2006,11,6,NRMN,42.37
1590,2006,11,7,NRMN,40.41
1591,2006,11,8,NRMN,47.82
1592,2006,11,9,NRMN,58.24
1593,2006,11,10,NRMN,41.8
1594,2006,11,11,NRMN,32.44
1595,2006,11,12,NRMN,37.25
1596,2006,11,13,NRMN,41.59
1597,2006,11,14,NRMN,39.57
1598,2006,11,15,NRMN,36.6
1599,2006,11,16,NRMN,29.01
1600,2006,11,17,NRMN,36.1
1601,2006,11,18,NRMN,36.04
1602,2006,11,19,NRMN,31.02
1603,2006,11,20,NRMN,28.39
1604,2006,11,21,NRMN,37.3
1605,2006,11,22,NRMN,44.1
1606,2006,11,23,NRMN,48.04
1607,2006,11,24,NRMN,53.1
1608,2006,11,25,NRMN,51.28
1609,2006,11,26,NRMN,55.38
1610,2006,11,27,NRMN,59.83
1611,2006,11,28,NRMN,55.26
1612,2006,11,29,NRMN,25.35
1613,2006,11,30,NRMN,18.96
1614,2006,12,1,NRMN,13.28
1615,2006,12,2,NRMN,19.02
1616,2006,12,3,NRMN,21.52
1617,2006,12,4,NRMN,22.65
1618,2006,12,5,NRMN,30.15
1619,2006,12,6,NRMN,29.1
1620,2006,12,7,NRMN,16.81
1621,2006,12,8,NRMN,16.32
1622,2006,12,9,NRMN,28.14
1623,2006,12,10,NRMN,39.03
1624,2006,12,11,NRMN,43.79
1625,2006,12,12,NRMN,33.66
1626,2006,12,13,NRMN,35.21
1627,2006,12,14,NRMN,33.9
1628,2006,12,15,NRMN,33.68
1629,2006,12,16,NRMN,54.05
1630,2006,12,17,NRMN,37.11
1631,2006,12,18,NRMN,38.85
1632,2006,12,19,NRMN,40.89
1633,2006,12,20,NRMN,43.58
1634,2006,12,21,NRMN,33.27
1635,2006,12,22,NRMN,27.3
1636,2006,12,23,NRMN,27.32
1637,2006,12,24,NRMN,29.51
1638,2006,12,25,NRMN,26.75
1639,2006,12,26,NRMN,22.33
1640,2006,12,27,NRMN,35.37
1641,2006,12,28,NRMN,46.45
1642,2006,12,29,NRMN,55.06
1643,2006,12,30,NRMN,39.91
1644,2006,12,31,NRMN,31.48
1645,2007,1,1,NRMN,24.36
1646,2007,1,2,NRMN,22.47
1647,2007,1,3,NRMN,30.26
1648,2007,1,4,NRMN,42.53
1649,2007,1,5,NRMN,42.74
1650,2007,1,6,NRMN,34.01
1651,2007,1,7,NRMN,26.51
1652,2007,1,8,NRMN,25.67
1653,2007,1,9,NRMN,30.44
1654,2007,1,10,NRMN,37.23
1655,2007,1,11,NRMN,51.28
1656,2007,1,12,NRMN,20.7
1657,2007,1,13,NRMN,20.56
1658,2007,1,14,NRMN,21.24
1659,2007,1,15,NRMN,15.67
1660,2007,1,16,NRMN,17.37
1661,2007,1,17,NRMN,20.67
1662,2007,1,18,NRMN,29.24
1663,2007,1,19,NRMN,25.52
1664,2007,1,20,NRMN,31.07
1665,2007,1,21,NRMN,30.75
1666,2007,1,22,NRMN,24.68
1667,2007,1,23,NRMN,20.62
1668,2007,1,24,NRMN,28.95
1669,2007,1,25,NRMN,26.65
1670,2007,1,26,NRMN,31.02
1671,2007,1,27,NRMN,28.73
1672,2007,1,28,NRMN,20.38
1673,2007,1,29,NRMN,30.33
1674,2007,1,30,NRMN,23.13
1675,2007,1,31,NRMN,21.27
1676,2007,2,1,NRMN,24.3
1677,2007,2,2,NRMN,19.58
1678,2007,2,3,NRMN,19.43
1679,2007,2,4,NRMN,18.71
1680,2007,2,5,NRMN,21.83
1681,2007,2,6,NRMN,34.03
1682,2007,2,7,NRMN,32.7
1683,2007,2,8,NRMN,28.99
1684,2007,2,9,NRMN,29.48
1685,2007,2,10,NRMN,23.25
1686,2007,2,11,NRMN,32.99
1687,2007,2,12,NRMN,43.53
1688,2007,2,13,NRMN,22.36
1689,2007,2,14,NRMN,16.45
1690,2007,2,15,NRMN,11.57
1691,2007,2,16,NRMN,9.52
1692,2007,2,17,NRMN,29.36
1693,2007,2,18,NRMN,23.75
1694,2007,2,19,NRMN,42.26
1695,2007,2,20,NRMN,38.33
1696,2007,2,21,NRMN,31.19
1697,2007,2,22,NRMN,36.04
1698,2007,2,23,NRMN,54.14
1699,2007,2,24,NRMN,39.8
1700,2007,2,25,NRMN,33.87
1701,2007,2,26,NRMN,36.11
1702,2007,2,27,NRMN,35.22
1703,2007,2,28,NRMN,57.38
1704,2007,3,1,NRMN,37.06
1705,2007,3,2,NRMN,32.46
1706,2007,3,3,NRMN,27.1
1707,2007,3,4,NRMN,20.04
1708,2007,3,5,NRMN,28.68
1709,2007,3,6,NRMN,44.19
1710,2007,3,7,NRMN,35.01
1711,2007,3,8,NRMN,35.14
1712,2007,3,9,NRMN,49.44
1713,2007,3,10,NRMN,42.05
1714,2007,3,11,NRMN,52.77
1715,2007,3,12,NRMN,51.64
1716,2007,3,13,NRMN,56.7
1717,2007,3,14,NRMN,52.38
1718,2007,3,15,NRMN,46.98
1719,2007,3,16,NRMN,40.94
1720,2007,3,17,NRMN,40.61
1721,2007,3,18,NRMN,48.33
1722,2007,3,19,NRMN,62.2
1723,2007,3,20,NRMN,62.74
1724,2007,3,21,NRMN,62.51
1725,2007,3,22,NRMN,63.32
1726,2007,3,23,NRMN,63.99
1727,2007,3,24,NRMN,61.79
1728,2007,3,25,NRMN,63.27
1729,2007,3,26,NRMN,61.68
1730,2007,3,27,NRMN,59.31
1731,2007,3,28,NRMN,60.48
1732,2007,3,29,NRMN,57.34
1733,2007,3,30,NRMN,57.6
1734,2007,3,31,NRMN,49.78
1735,2007,4,1,NRMN,49.01
1736,2007,4,2,NRMN,56.17
1737,2007,4,3,NRMN,50.2
1738,2007,4,4,NRMN,39.98
1739,2007,4,5,NRMN,39.06
1740,2007,4,6,NRMN,33.59
1741,2007,4,7,NRMN,31.82
1742,2007,4,8,NRMN,32.27
1743,2007,4,9,NRMN,36.83
1744,2007,4,10,NRMN,45.94
1745,2007,4,11,NRMN,39.23
1746,2007,4,12,NRMN,38.16
1747,2007,4,13,NRMN,42.06
1748,2007,4,14,NRMN,35.31
1749,2007,4,15,NRMN,32.17
1750,2007,4,16,NRMN,43.44
1751,2007,4,17,NRMN,49.48
1752,2007,4,18,NRMN,49.75
1753,2007,4,19,NRMN,47.07
1754,2007,4,20,NRMN,61.23
1755,2007,4,21,NRMN,58.48
1756,2007,4,22,NRMN,61.27
1757,2007,4,23,NRMN,61.57
1758,2007,4,24,NRMN,61.3
1759,2007,4,25,NRMN,51.31
1760,2007,4,26,NRMN,49.17
1761,2007,4,27,NRMN,48.06
1762,2007,4,28,NRMN,48.78
1763,2007,4,29,NRMN,48.36
1764,2007,4,30,NRMN,63.88
1765,2007,5,1,NRMN,63.57
1766,2007,5,2,NRMN,63.12
1767,2007,5,3,NRMN,60.51
1768,2007,5,4,NRMN,64.15
1769,2007,5,5,NRMN,72.57
1770,2007,5,6,NRMN,72.86
1771,2007,5,7,NRMN,61.5
1772,2007,5,8,NRMN,62.87
1773,2007,5,9,NRMN,62.29
1774,2007,5,10,NRMN,60.93
1775,2007,5,11,NRMN,58.73
1776,2007,5,12,NRMN,60.48
1777,2007,5,13,NRMN,62.92
1778,2007,5,14,NRMN,65.79
1779,2007,5,15,NRMN,56.95
1780,2007,5,16,NRMN,50.22
1781,2007,5,17,NRMN,50.49
1782,2007,5,18,NRMN,49.98
1783,2007,5,19,NRMN,55.99
1784,2007,5,20,NRMN,60.44
1785,2007,5,21,NRMN,63.0
1786,2007,5,22,NRMN,65.17
1787,2007,5,23,NRMN,68.47
1788,2007,5,24,NRMN,59.61
1789,2007,5,25,NRMN,59.76
1790,2007,5,26,NRMN,64.4
1791,2007,5,27,NRMN,65.19
1792,2007,5,28,NRMN,64.71
1793,2007,5,29,NRMN,65.23
1794,2007,5,30,NRMN,61.0
1795,2007,5,31,NRMN,57.09
1796,2007,6,1,NRMN,62.29
1797,2007,6,2,NRMN,62.1
1798,2007,6,3,NRMN,63.34
1799,2007,6,4,NRMN,62.82
1800,2007,6,5,NRMN,61.34
1801,2007,6,6,NRMN,68.4
1802,2007,6,7,NRMN,75.04
1803,2007,6,8,NRMN,58.75
1804,2007,6,9,NRMN,62.96
1805,2007,6,10,NRMN,70.9
1806,2007,6,11,NRMN,71.01
1807,2007,6,12,NRMN,74.41
1808,2007,6,13,NRMN,73.47
1809,2007,6,14,NRMN,64.87
1810,2007,6,15,NRMN,67.69
1811,2007,6,16,NRMN,67.55
1812,2007,6,17,NRMN,69.82
1813,2007,6,18,NRMN,71.19
1814,2007,6,19,NRMN,66.51
1815,2007,6,20,NRMN,66.63
1816,2007,6,21,NRMN,67.95
1817,2007,6,22,NRMN,68.88
1818,2007,6,23,NRMN,69.01
1819,2007,6,24,NRMN,68.94
1820,2007,6,25,NRMN,71.42
1821,2007,6,26,NRMN,69.76
1822,2007,6,27,NRMN,69.03
1823,2007,6,28,NRMN,70.2
1824,2007,6,29,NRMN,70.25
1825,2007,6,30,NRMN,69.91
1826,2007,7,1,NRMN,70.03
1827,2007,7,2,NRMN,71.53
1828,2007,7,3,NRMN,72.81
1829,2007,7,4,NRMN,71.28
1830,2007,7,5,NRMN,70.75
1831,2007,7,6,NRMN,69.4
1832,2007,7,7,NRMN,68.7
1833,2007,7,8,NRMN,72.37
1834,2007,7,9,NRMN,68.79
1835,2007,7,10,NRMN,68.05
1836,2007,7,11,NRMN,70.56
1837,2007,7,12,NRMN,68.36
1838,2007,7,13,NRMN,66.4
1839,2007,7,14,NRMN,65.82
1840,2007,7,15,NRMN,70.16
1841,2007,7,16,NRMN,69.85
1842,2007,7,17,NRMN,72.21
1843,2007,7,18,NRMN,71.35
1844,2007,7,19,NRMN,69.55
1845,2007,7,20,NRMN,72.3
1846,2007,7,21,NRMN,70.09
1847,2007,7,22,NRMN,72.66
1848,2007,7,23,NRMN,71.92
1849,2007,7,24,NRMN,70.25
1850,2007,7,25,NRMN,66.45
1851,2007,7,26,NRMN,67.96
1852,2007,7,27,NRMN,68.9
1853,2007,7,28,NRMN,70.77
1854,2007,7,29,NRMN,70.27
1855,2007,7,30,NRMN,71.98
1856,2007,7,31,NRMN,72.55
1857,2007,8,1,NRMN,74.86
1858,2007,8,2,NRMN,71.92
1859,2007,8,3,NRMN,71.58
1860,2007,8,4,NRMN,73.45
1861,2007,8,5,NRMN,74.88
1862,2007,8,6,NRMN,75.16
1863,2007,8,7,NRMN,76.32
1864,2007,8,8,NRMN,76.68
1865,2007,8,9,NRMN,74.86
1866,2007,8,10,NRMN,71.85
1867,2007,8,11,NRMN,73.09
1868,2007,8,12,NRMN,74.75
1869,2007,8,13,NRMN,71.38
1870,2007,8,14,NRMN,74.14
1871,2007,8,15,NRMN,74.88
1872,2007,8,16,NRMN,75.25
1873,2007,8,17,NRMN,73.53
1874,2007,8,18,NRMN,74.25
1875,2007,8,19,NRMN,72.77
1876,2007,8,20,NRMN,76.41
1877,2007,8,21,NRMN,75.49
1878,2007,8,22,NRMN,74.26
1879,2007,8,23,NRMN,75.45
1880,2007,8,24,NRMN,76.39
1881,2007,8,25,NRMN,73.36
1882,2007,8,26,NRMN,71.22
1883,2007,8,27,NRMN,73.96
1884,2007,8,28,NRMN,72.07
1885,2007,8,29,NRMN,71.55
1886,2007,8,30,NRMN,71.15
1887,2007,8,31,NRMN,66.6
1888,2007,9,1,NRMN,62.31
1889,2007,9,2,NRMN,60.64
1890,2007,9,3,NRMN,62.46
1891,2007,9,4,NRMN,69.3
1892,2007,9,5,NRMN,70.09
1893,2007,9,6,NRMN,73.31
1894,2007,9,7,NRMN,73.18
1895,2007,9,8,NRMN,73.78
1896,2007,9,9,NRMN,71.1
1897,2007,9,10,NRMN,61.74
1898,2007,9,11,NRMN,55.11
1899,2007,9,12,NRMN,52.18
1900,2007,9,13,NRMN,61.77
1901,2007,9,14,NRMN,57.92
1902,2007,9,15,NRMN,53.85
1903,2007,9,16,NRMN,65.98
1904,2007,9,17,NRMN,67.23
1905,2007,9,18,NRMN,69.78
1906,2007,9,19,NRMN,69.17
1907,2007,9,20,NRMN,68.16
1908,2007,9,21,NRMN,67.3
1909,2007,9,22,NRMN,68.18
1910,2007,9,23,NRMN,61.65
1911,2007,9,24,NRMN,66.79
1912,2007,9,25,NRMN,65.88
1913,2007,9,26,NRMN,64.04
1914,2007,9,27,NRMN,66.06
1915,2007,9,28,NRMN,65.71
1916,2007,9,29,NRMN,62.85
1917,2007,9,30,NRMN,66.74
1918,2007,10,1,NRMN,57.52
1919,2007,10,2,NRMN,68.63
1920,2007,10,3,NRMN,61.63
1921,2007,10,4,NRMN,71.08
1922,2007,10,5,NRMN,69.28
1923,2007,10,6,NRMN,71.83
1924,2007,10,7,NRMN,72.25
1925,2007,10,8,NRMN,56.57
1926,2007,10,9,NRMN,49.89
1927,2007,10,10,NRMN,50.65
1928,2007,10,11,NRMN,54.27
1929,2007,10,12,NRMN,55.92
1930,2007,10,13,NRMN,60.46
1931,2007,10,14,NRMN,59.95
1932,2007,10,15,NRMN,54.01
1933,2007,10,16,NRMN,50.74
1934,2007,10,17,NRMN,66.54
1935,2007,10,18,NRMN,53.19
1936,2007,10,19,NRMN,44.04
1937,2007,10,20,NRMN,53.85
1938,2007,10,21,NRMN,49.35
1939,2007,10,22,NRMN,41.96
1940,2007,10,23,NRMN,37.07
1941,2007,10,24,NRMN,45.65
1942,2007,10,25,NRMN,37.19
1943,2007,10,26,NRMN,34.0
1944,2007,10,27,NRMN,36.53
1945,2007,10,28,NRMN,39.91
1946,2007,10,29,NRMN,46.22
1947,2007,10,30,NRMN,46.9
1948,2007,10,31,NRMN,49.12
1949,2007,11,1,NRMN,41.49
1950,2007,11,2,NRMN,45.96
1951,2007,11,3,NRMN,41.19
1952,2007,11,4,NRMN,44.27
1953,2007,11,5,NRMN,46.98
1954,2007,11,6,NRMN,34.37
1955,2007,11,7,NRMN,31.43
1956,2007,11,8,NRMN,37.07
1957,2007,11,9,NRMN,40.54
1958,2007,11,10,NRMN,44.36
1959,2007,11,11,NRMN,62.98
1960,2007,11,12,NRMN,53.28
1961,2007,11,13,NRMN,45.75
1962,2007,11,14,NRMN,40.09
1963,2007,11,15,NRMN,32.11
1964,2007,11,16,NRMN,39.44
1965,2007,11,17,NRMN,45.54
1966,2007,11,18,NRMN,39.84
1967,2007,11,19,NRMN,55.0
1968,2007,11,20,NRMN,48.27
1969,2007,11,21,NRMN,32.87
1970,2007,11,22,NRMN,26.44
1971,2007,11,23,NRMN,20.34
1972,2007,11,24,NRMN,34.33
1973,2007,11,25,NRMN,33.95
1974,2007,11,26,NRMN,32.58
1975,2007,11,27,NRMN,29.87
1976,2007,11,28,NRMN,35.96
1977,2007,11,29,NRMN,25.07
1978,2007,11,30,NRMN,44.53
1979,2007,12,1,NRMN,46.49
1980,2007,12,2,NRMN,31.93
1981,2007,12,3,NRMN,24.4
1982,2007,12,4,NRMN,35.13
1983,2007,12,5,NRMN,32.2
1984,2007,12,6,NRMN,31.18
1985,2007,12,7,NRMN,40.16
1986,2007,12,8,NRMN,31.92
1987,2007,12,9,NRMN,24.48
1988,2007,12,10,NRMN,28.34
1989,2007,12,11,NRMN,32.25
1990,2007,12,12,NRMN,29.51
1991,2007,12,13,NRMN,26.91
1992,2007,12,14,NRMN,28.62
1993,2007,12,15,NRMN,23.42
1994,2007,12,16,NRMN,19.6
1995,2007,12,17,NRMN,28.19
1996,2007,12,18,NRMN,32.43
1997,2007,12,19,NRMN,25.45
1998,2007,12,20,NRMN,34.4
1999,2007,12,21,NRMN,35.5
2000,2007,12,22,NRMN,19.73
2001,2007,12,23,NRMN,15.78
2002,2007,12,24,NRMN,26.77
2003,2007,12,25,NRMN,32.98
2004,2007,12,26,NRMN,30.8
2005,2007,12,27,NRMN,31.76
2006,2007,12,28,NRMN,25.6
2007,2007,12,29,NRMN,21.41
2008,2007,12,30,NRMN,20.17
2009,2007,12,31,NRMN,26.56
2010,2008,1,1,NRMN,21.74
2011,2008,1,2,NRMN,16.21
2012,2008,1,3,NRMN,21.92
2013,2008,1,4,NRMN,31.33
2014,2008,1,5,NRMN,47.88
2015,2008,1,6,NRMN,55.69
2016,2008,1,7,NRMN,60.8
2017,2008,1,8,NRMN,30.28
2018,2008,1,9,NRMN,27.5
2019,2008,1,10,NRMN,30.2
2020,2008,1,11,NRMN,26.41
2021,2008,1,12,NRMN,32.18
2022,2008,1,13,NRMN,24.94
2023,2008,1,14,NRMN,27.27
2024,2008,1,15,NRMN,25.98
2025,2008,1,16,NRMN,24.87
2026,2008,1,17,NRMN,19.69
2027,2008,1,18,NRMN,20.54
2028,2008,1,19,NRMN,13.59
2029,2008,1,20,NRMN,19.01
2030,2008,1,21,NRMN,27.86
2031,2008,1,22,NRMN,15.17
2032,2008,1,23,NRMN,15.28
2033,2008,1,24,NRMN,14.67
2034,2008,1,25,NRMN,28.67
2035,2008,1,26,NRMN,30.24
2036,2008,1,27,NRMN,24.56
2037,2008,1,28,NRMN,50.61
2038,2008,1,29,NRMN,28.23
2039,2008,1,30,NRMN,25.42
2040,2008,1,31,NRMN,18.16
2041,2008,2,1,NRMN,14.31
2042,2008,2,2,NRMN,30.53
2043,2008,2,3,NRMN,39.14
2044,2008,2,4,NRMN,56.08
2045,2008,2,5,NRMN,28.66
2046,2008,2,6,NRMN,27.67
2047,2008,2,7,NRMN,29.86
2048,2008,2,8,NRMN,32.13
2049,2008,2,9,NRMN,26.93
2050,2008,2,10,NRMN,28.75
2051,2008,2,11,NRMN,26.33
2052,2008,2,12,NRMN,27.97
2053,2008,2,13,NRMN,23.17
2054,2008,2,14,NRMN,30.25
2055,2008,2,15,NRMN,25.24
2056,2008,2,16,NRMN,28.31
2057,2008,2,17,NRMN,34.13
2058,2008,2,18,NRMN,29.3
2059,2008,2,19,NRMN,27.15
2060,2008,2,20,NRMN,31.4
2061,2008,2,21,NRMN,24.15
2062,2008,2,22,NRMN,27.01
2063,2008,2,23,NRMN,25.77
2064,2008,2,24,NRMN,29.1
2065,2008,2,25,NRMN,40.55
2066,2008,2,26,NRMN,26.08
2067,2008,2,27,NRMN,24.24
2068,2008,2,28,NRMN,37.26
2069,2008,2,29,NRMN,34.9
2070,2008,3,1,NRMN,35.18
2071,2008,3,2,NRMN,40.34
2072,2008,3,3,NRMN,31.82
2073,2008,3,4,NRMN,22.74
2074,2008,3,5,NRMN,31.68
2075,2008,3,6,NRMN,28.7
2076,2008,3,7,NRMN,20.0
2077,2008,3,8,NRMN,15.71
2078,2008,3,9,NRMN,31.98
2079,2008,3,10,NRMN,37.15
2080,2008,3,11,NRMN,31.54
2081,2008,3,12,NRMN,47.57
2082,2008,3,13,NRMN,50.09
2083,2008,3,14,NRMN,41.62
2084,2008,3,15,NRMN,41.32
2085,2008,3,16,NRMN,38.27
2086,2008,3,17,NRMN,50.29
2087,2008,3,18,NRMN,44.88
2088,2008,3,19,NRMN,39.01
2089,2008,3,20,NRMN,44.9
2090,2008,3,21,NRMN,44.0
2091,2008,3,22,NRMN,39.41
2092,2008,3,23,NRMN,36.82
2093,2008,3,24,NRMN,33.78
2094,2008,3,25,NRMN,50.07
2095,2008,3,26,NRMN,57.88
2096,2008,3,27,NRMN,49.73
2097,2008,3,28,NRMN,42.2
2098,2008,3,29,NRMN,46.62
2099,2008,3,30,NRMN,55.83
2100,2008,3,31,NRMN,49.77
2101,2008,4,1,NRMN,40.12
2102,2008,4,2,NRMN,42.0
2103,2008,4,3,NRMN,48.85
2104,2008,4,4,NRMN,43.51
2105,2008,4,5,NRMN,38.11
2106,2008,4,6,NRMN,50.23
2107,2008,4,7,NRMN,48.78
2108,2008,4,8,NRMN,44.37
2109,2008,4,9,NRMN,44.37
2110,2008,4,10,NRMN,48.22
2111,2008,4,11,NRMN,41.85
2112,2008,4,12,NRMN,40.2
2113,2008,4,13,NRMN,36.28
2114,2008,4,14,NRMN,31.95
2115,2008,4,15,NRMN,44.81
2116,2008,4,16,NRMN,54.39
2117,2008,4,17,NRMN,45.38
2118,2008,4,18,NRMN,43.73
2119,2008,4,19,NRMN,39.58
2120,2008,4,20,NRMN,59.65
2121,2008,4,21,NRMN,67.44
2122,2008,4,22,NRMN,59.4
2123,2008,4,23,NRMN,62.13
2124,2008,4,24,NRMN,62.62
2125,2008,4,25,NRMN,48.06
2126,2008,4,26,NRMN,40.1
2127,2008,4,27,NRMN,39.05
2128,2008,4,28,NRMN,38.6
2129,2008,4,29,NRMN,45.82
2130,2008,4,30,NRMN,57.27
2131,2008,5,1,NRMN,59.59
2132,2008,5,2,NRMN,48.51
2133,2008,5,3,NRMN,43.43
2134,2008,5,4,NRMN,38.53
2135,2008,5,5,NRMN,53.91
2136,2008,5,6,NRMN,62.02
2137,2008,5,7,NRMN,59.49
2138,2008,5,8,NRMN,58.35
2139,2008,5,9,NRMN,58.28
2140,2008,5,10,NRMN,53.67
2141,2008,5,11,NRMN,43.82
2142,2008,5,12,NRMN,46.78
2143,2008,5,13,NRMN,64.2
2144,2008,5,14,NRMN,53.38
2145,2008,5,15,NRMN,52.84
2146,2008,5,16,NRMN,48.87
2147,2008,5,17,NRMN,52.79
2148,2008,5,18,NRMN,57.52
2149,2008,5,19,NRMN,63.54
2150,2008,5,20,NRMN,59.65
2151,2008,5,21,NRMN,55.8
2152,2008,5,22,NRMN,70.36
2153,2008,5,23,NRMN,73.67
2154,2008,5,24,NRMN,74.8
2155,2008,5,25,NRMN,72.0
2156,2008,5,26,NRMN,72.05
2157,2008,5,27,NRMN,63.28
2158,2008,5,28,NRMN,67.39
2159,2008,5,29,NRMN,68.76
2160,2008,5,30,NRMN,71.11
2161,2008,5,31,NRMN,70.32
2162,2008,6,1,NRMN,69.31
2163,2008,6,2,NRMN,73.15
2164,2008,6,3,NRMN,75.76
2165,2008,6,4,NRMN,75.83
2166,2008,6,5,NRMN,64.89
2167,2008,6,6,NRMN,68.56
2168,2008,6,7,NRMN,76.87
2169,2008,6,8,NRMN,76.03
2170,2008,6,9,NRMN,59.2
2171,2008,6,10,NRMN,58.44
2172,2008,6,11,NRMN,70.66
2173,2008,6,12,NRMN,74.66
2174,2008,6,13,NRMN,67.64
2175,2008,6,14,NRMN,64.44
2176,2008,6,15,NRMN,71.69
2177,2008,6,16,NRMN,68.23
2178,2008,6,17,NRMN,62.6
2179,2008,6,18,NRMN,69.06
2180,2008,6,19,NRMN,70.25
2181,2008,6,20,NRMN,69.94
2182,2008,6,21,NRMN,65.68
2183,2008,6,22,NRMN,66.81
2184,2008,6,23,NRMN,74.55
2185,2008,6,24,NRMN,69.24
2186,2008,6,25,NRMN,72.75
2187,2008,6,26,NRMN,70.74
2188,2008,6,27,NRMN,73.83
2189,2008,6,28,NRMN,74.46
2190,2008,6,29,NRMN,66.11
2191,2008,6,30,NRMN,61.56
2192,2008,7,1,NRMN,68.83
2193,2008,7,2,NRMN,72.34
2194,2008,7,3,NRMN,70.61
2195,2008,7,4,NRMN,69.13
2196,2008,7,5,NRMN,72.25
2197,2008,7,6,NRMN,72.1
2198,2008,7,7,NRMN,73.51
2199,2008,7,8,NRMN,73.89
2200,2008,7,9,NRMN,71.55
2201,2008,7,10,NRMN,69.75
2202,2008,7,11,NRMN,75.31
2203,2008,7,12,NRMN,74.01
2204,2008,7,13,NRMN,67.66
2205,2008,7,14,NRMN,63.57
2206,2008,7,15,NRMN,71.42
2207,2008,7,16,NRMN,70.39
2208,2008,7,17,NRMN,73.76
2209,2008,7,18,NRMN,73.06
2210,2008,7,19,NRMN,72.68
2211,2008,7,20,NRMN,73.29
2212,2008,7,21,NRMN,74.44
2213,2008,7,22,NRMN,75.09
2214,2008,7,23,NRMN,75.11
2215,2008,7,24,NRMN,72.01
2216,2008,7,25,NRMN,75.76
2217,2008,7,26,NRMN,74.39
2218,2008,7,27,NRMN,75.18
2219,2008,7,28,NRMN,75.02
2220,2008,7,29,NRMN,79.56
2221,2008,7,30,NRMN,73.62
2222,2008,7,31,NRMN,71.76
2223,2008,8,1,NRMN,71.94
2224,2008,8,2,NRMN,75.33
2225,2008,8,3,NRMN,77.67
2226,2008,8,4,NRMN,76.35
2227,2008,8,5,NRMN,76.24
2228,2008,8,6,NRMN,73.09
2229,2008,8,7,NRMN,71.69
2230,2008,8,8,NRMN,70.43
2231,2008,8,9,NRMN,74.8
2232,2008,8,10,NRMN,74.55
2233,2008,8,11,NRMN,69.75
2234,2008,8,12,NRMN,69.21
2235,2008,8,13,NRMN,64.6
2236,2008,8,14,NRMN,64.4
2237,2008,8,15,NRMN,67.15
2238,2008,8,16,NRMN,67.12
2239,2008,8,17,NRMN,64.27
2240,2008,8,18,NRMN,67.15
2241,2008,8,19,NRMN,64.42
2242,2008,8,20,NRMN,66.36
2243,2008,8,21,NRMN,68.68
2244,2008,8,22,NRMN,71.8
2245,2008,8,23,NRMN,73.45
2246,2008,8,24,NRMN,68.5
2247,2008,8,25,NRMN,65.53
2248,2008,8,26,NRMN,63.7
2249,2008,8,27,NRMN,72.16
2250,2008,8,28,NRMN,72.93
2251,2008,8,29,NRMN,72.48
2252,2008,8,30,NRMN,70.75
2253,2008,8,31,NRMN,70.9
2254,2008,9,1,NRMN,68.92
2255,2008,9,2,NRMN,68.92
